title,uploader,episode_day,url,frame_namefile,words,result,clue,explanation,solution
L'EreditÃ  - La Ghigliottina 01/01/2023',Rai,01/01/2023,https://www.youtube.com/watch?v=zKWC8aF6aH8,01-01-2023.jpg,"ANDARE,PARTE,SECONDO,DIFFICILE,NESSUN,190.Uuo","```json
{
  ""clue"": [
    ""ANDARE"",
    ""PARTE"",
    ""SECONDO"",
    ""DIFFICILE"",
    ""NESSUN""
  ],
  ""explanation"": [
    ""Legato ad 'andare in un luogo' (nel contesto regionale di 'andare da una parte' o 'in qualche luogo')."",
    ""Legato a 'nessun caso' o 'un caso a parte'."",
    ""Legato a 'in secondo luogo', una formula consueta."",
    ""Legato a 'un caso difficile' o all'espressione 'difficile'."",
    ""La parola chiave della serata che si combina con le altre (es. 'nessun luogo', 'nessun caso').""
  ],
  ""solution"": ""CASO""
}
```","['ANDARE', 'PARTE', 'SECONDO', 'DIFFICILE', 'NESSUN']","[""Legato ad 'andare in un luogo' (nel contesto regionale di 'andare da una parte' o 'in qualche luogo')."", ""Legato a 'nessun caso' o 'un caso a parte'."", ""Legato a 'in secondo luogo', una formula consueta."", ""Legato a 'un caso difficile' o all'espressione 'difficile'."", ""La parola chiave della serata che si combina con le altre (es. 'nessun luogo', 'nessun caso').""]",CASO
L'EreditÃ  - La Ghigliottina 30/12/2022',Rai,30/12/2022,https://www.youtube.com/watch?v=HNz8chvtzmY,30-12-2022.jpg,"GRANDE,FORTE,ROSSA,CADUTA,TASSO,20u.Uuo","```json
{
  ""clue"": [
    ""GRANDE"",
    ""FORTE"",
    ""ROSSA"",
    ""CADUTA"",
    ""TASSO""
  ],
  ""explanation"": [
    ""La Quercia è chiamata grande da Collodi (riferimento a Pinocchio)."",
    ""Forte come una quercia (o forte come una roccia)."",
    ""Quercia Rossa, tipo di quercia originale Nord America, o le querce di Rossella O'Hara in 'Via col vento'."",
    ""La Quercia caduta (poesia di Pascoli)."",
    ""La Quercia del Tasso a Roma, dove Tasso amava passeggiare.""
  ],
  ""solution"": ""QUERCIA""
}
```","['GRANDE', 'FORTE', 'ROSSA', 'CADUTA', 'TASSO']","['La Quercia è chiamata grande da Collodi (riferimento a Pinocchio).', 'Forte come una quercia (o forte come una roccia).', ""Quercia Rossa, tipo di quercia originale Nord America, o le querce di Rossella O'Hara in 'Via col vento'."", 'La Quercia caduta (poesia di Pascoli).', 'La Quercia del Tasso a Roma, dove Tasso amava passeggiare.']",QUERCIA
L'EreditÃ  - La Ghigliottina 13/12/2022',Rai,13/12/2022,https://www.youtube.com/watch?v=cm4ZIsRoRqs,13-12-2022.jpg,"MOMENTO,COMPAGNIA,STRADA,GALLO,AMARA,45.000","```json
{
  ""clue"": [
    ""momento"",
    ""compagnia"",
    ""strada"",
    ""gallo"",
    ""amara""
  ],
  ""explanation"": [
    ""Il presentatore fa riferimento al gioco 'Il momento Ventura' che potrebbe essere trasmesso domani su Rai 1 (riferimento a 'La vita in diretta' e Alberto Matano)."",
    ""Il cantante può fare compagnia (\""compagnia bella\"") o si può parlare di compagnia in generale."",
    ""Si fa riferimento al programma di Raidue \""Dalla strada al palco\""."",
    ""Il Gallo è citato in stemmi araldici, nella tradizione artistica (Nunzio Gallo) e come cognome di artisti (Lucio e Massimiliano Gallo)."",
    ""Amara è una grandissima cantautrice italiana, autrice di testi anche con Fiorella Mannoia.""
  ],
  ""solution"": ""cantante""
}
```","['momento', 'compagnia', 'strada', 'gallo', 'amara']","[""Il presentatore fa riferimento al gioco 'Il momento Ventura' che potrebbe essere trasmesso domani su Rai 1 (riferimento a 'La vita in diretta' e Alberto Matano)."", 'Il cantante può fare compagnia (""compagnia bella"") o si può parlare di compagnia in generale.', 'Si fa riferimento al programma di Raidue ""Dalla strada al palco"".', 'Il Gallo è citato in stemmi araldici, nella tradizione artistica (Nunzio Gallo) e come cognome di artisti (Lucio e Massimiliano Gallo).', 'Amara è una grandissima cantautrice italiana, autrice di testi anche con Fiorella Mannoia.']",CANTANTE
L'EreditÃ  - La Ghigliottina 10/12/2022',Rai,10/12/2022,https://www.youtube.com/watch?v=CQApekj4gx8,10-12-2022.jpg,"PERIODO,TROVARE,PANTALONI,ARTICOLO,LIBRO,21.250","```json
{
  ""clue"": [
    ""periodo"",
    ""trovare"",
    ""pantaloni"",
    ""articolo"",
    ""libro""
  ],
  ""explanation"": [
    ""Periodo di copertina (riferimento a un periodo che è da copertina)."",
    ""Trovare la copertina (se l'hai persa, dobbiamo avere un'idea per trovarla)."",
    ""Pantaloni alle volte proprio l'hanno messo in copertina (riferimento alla moda e alla copertina)."",
    ""Articolo di apertura (sul giornale) / Articolo di copertina."",
    ""Apertura al libro (se amate il design di alto livello).""
  ],
  ""solution"": ""apertura""
}
```","['periodo', 'trovare', 'pantaloni', 'articolo', 'libro']","['Periodo di copertina (riferimento a un periodo che è da copertina).', ""Trovare la copertina (se l'hai persa, dobbiamo avere un'idea per trovarla)."", ""Pantaloni alle volte proprio l'hanno messo in copertina (riferimento alla moda e alla copertina)."", 'Articolo di apertura (sul giornale) / Articolo di copertina.', 'Apertura al libro (se amate il design di alto livello).']",APERTURA
L'EreditÃ  - La Ghigliottina 02/12/2022',Rai,02/12/2022,https://www.youtube.com/watch?v=ZnUe0rUzQqI,02-12-2022.jpg,"ORO,LEGGE,SUONI,VIVO,LAVAR,20.000","```json
{
  ""clue"": [
    ""ORO"",
    ""LEGGE"",
    ""SUONI"",
    ""VIVO"",
    ""LAVAR""
  ],
  ""explanation"": [
    ""Il bue d'oro (opera di Apuleio)"",
    ""L'asino d'oro (opera di Apuleio)"",
    ""Sentirsi come un asino in mezzo ai suoni (modo di dire)"",
    ""Meglio un asino vivo che il dottore morto (proverbio)"",
    ""A lavare la testa all'asino ci si rimette la qua (detto)""
  ],
  ""solution"": ""ASINO""
}
```","['ORO', 'LEGGE', 'SUONI', 'VIVO', 'LAVAR']","[""Il bue d'oro (opera di Apuleio)"", ""L'asino d'oro (opera di Apuleio)"", 'Sentirsi come un asino in mezzo ai suoni (modo di dire)', 'Meglio un asino vivo che il dottore morto (proverbio)', ""A lavare la testa all'asino ci si rimette la qua (detto)""]",ASINO
La Ghigliottina - L'EreditÃ   30/11/2022',Rai,30/11/2022,https://www.youtube.com/watch?v=bqdr09Fqddk,30-11-2022.jpg,"TEATRO,ASPETTARE,MARGHERITA,ANGOLO,FILA,85.000","```json
{
  ""clue"": [
    ""TEATRO"",
    ""ASPETTARE"",
    ""MARGHERITA"",
    ""ANGOLO"",
    ""FILA""
  ],
  ""explanation"": [
    ""Dove a una certo Ora c'è l'apertura [del teatro]"",
    ""Dove [aspettare] Michele sono stato lì ad aspettare al bar"",
    ""Gli amici del bar Margherita"",
    ""Dove ci vediamo al bar all'angolo"",
    ""Gli amici del bar Margherita""
  ],
  ""solution"": ""BAR""
}
```","['TEATRO', 'ASPETTARE', 'MARGHERITA', 'ANGOLO', 'FILA']","[""Dove a una certo Ora c'è l'apertura [del teatro]"", 'Dove [aspettare] Michele sono stato lì ad aspettare al bar', 'Gli amici del bar Margherita', ""Dove ci vediamo al bar all'angolo"", 'Gli amici del bar Margherita']",BAR
L'EreditÃ  - La Ghigliottina 23/11/2022',Rai,23/11/2022,https://www.youtube.com/watch?v=rmMUW6tr96g,23-11-2022.jpg,"ENTRARE,ESTATE,TEMPO,GRAN,CORPO,90.000","```json
{
  ""clue"": [""ENTRARE"", ""ESTATE"", ""TEMPO"", ""GRAN"", ""CORPO""],
  ""explanation"": [
    ""entrare in ballo"",
    ""ballo dell'estate"",
    ""tempo di ballo"",
    ""gran ballo di gala"",
    ""corpo di ballo""
  ],
  ""solution"": ""BALLO""
}
```","['ENTRARE', 'ESTATE', 'TEMPO', 'GRAN', 'CORPO']","['entrare in ballo', ""ballo dell'estate"", 'tempo di ballo', 'gran ballo di gala', 'corpo di ballo']",BALLO
La Ghigliottina -  L'EreditÃ  21/11/2022',Rai,21/11/2022,https://www.youtube.com/watch?v=B8-3esApTus,21-11-2022.jpg,"ITALIANO,AMORE,CAMBIO,ANDARE,PIU,170.000","```json
{
  ""clue"": [
    ""italiano"",
    ""amore"",
    ""cambio"",
    ""andare"",
    ""più""
  ],
  ""explanation"": [
    ""L'ora di italiano (riferimento all'ora scolastica non frequentata da Andrea)."",
    ""Un'ora d'amore (riferimento alla canzone/momento citato nel dialogo)."",
    ""Cambio di ora (riferimento al cambio dell'ora legale/solare)."",
    ""È ora di andare (riferimento alla frase 'è ora di andare')."",
    ""Un'ora in più (riferimento all'aggiunta di tempo/ora).""
  ],
  ""solution"": ""ora""
}
```","['italiano', 'amore', 'cambio', 'andare', 'più']","[""L'ora di italiano (riferimento all'ora scolastica non frequentata da Andrea)."", ""Un'ora d'amore (riferimento alla canzone/momento citato nel dialogo)."", ""Cambio di ora (riferimento al cambio dell'ora legale/solare)."", ""È ora di andare (riferimento alla frase 'è ora di andare')."", ""Un'ora in più (riferimento all'aggiunta di tempo/ora).""]",ORA
L'EreditÃ  - La Ghigliottina 18/11/2022',Rai,18/11/2022,https://www.youtube.com/watch?v=hzndhy3qkHc,18-11-2022.jpg,"MODA,TuTTo,BELLO,INGEGNO,170.000","```json
{
  ""clue"": [""MODA"", ""TUTTO"", ""BELLO"", ""INGEGNO"", ""170.000""],
  ""explanation"": [
    ""La moda è legata all'Opera (moda all'opera)."",
    ""Tutto è legato all'Opera (tutto è un'opera)."",
    ""C'è il Bello nell'opera (alcuni movimenti delle trame sono eterni)."",
    ""L'ingegno è legato all'Opera (opera dell'ingegno)."",
    ""Il legame con la cifra di 170.000 euro non è esplicitato nel dialogo finale in relazione alla parola 'OPERA', sebbene fosse l'eredità in gioco.""
  ],
  ""solution"": ""OPERA""
}
```","['MODA', 'TUTTO', 'BELLO', 'INGEGNO', '170.000']","[""La moda è legata all'Opera (moda all'opera)."", ""Tutto è legato all'Opera (tutto è un'opera)."", ""C'è il Bello nell'opera (alcuni movimenti delle trame sono eterni)."", ""L'ingegno è legato all'Opera (opera dell'ingegno)."", ""Il legame con la cifra di 170.000 euro non è esplicitato nel dialogo finale in relazione alla parola 'OPERA', sebbene fosse l'eredità in gioco.""]",OPERA
L'EreditÃ  - La Ghigliottina 16/11/2022',Rai,16/11/2022,https://www.youtube.com/watch?v=uRviJdmG5to,16-11-2022.jpg,"SCARPE,MIRACOLI,VERSO,SUBITO,ROSSO,140.000","```json
{
  ""clue"": [
    ""SCARPE"",
    ""MIRACOLI"",
    ""VERSO"",
    ""SUBITO"",
    ""ROSSO""
  ],
  ""explanation"": [
    ""SCARPE da sera"",
    ""La sera dei miracoli"",
    ""verso sera (andare verso sera)"",
    ""Ed è subito sera (citazione da Salvatore Quasimodo)"",
    ""Rosso di sera bel tempo si spera""
  ],
  ""solution"": ""SERA""
}
```","['SCARPE', 'MIRACOLI', 'VERSO', 'SUBITO', 'ROSSO']","['SCARPE da sera', 'La sera dei miracoli', 'verso sera (andare verso sera)', 'Ed è subito sera (citazione da Salvatore Quasimodo)', 'Rosso di sera bel tempo si spera']",SERA
L'EreditÃ  - La Ghigliottina 10/11/2022',Rai,10/11/2022,https://www.youtube.com/watch?v=-McfY8WJB1Q,10-11-2022.jpg,"CASA,SEDIA,FERMO,GRANDE,FINESTRA,12.500","```json
{
  ""clue"": [
    ""CASA"",
    ""SEDIA"",
    ""FERMO"",
    ""GRANDE"",
    ""FINESTRA""
  ],
  ""explanation"": [
    ""Riso all'onda (come il gesto fatto con le mani) che si attacca al soffitto se non si cucina bene, quindi il riso si attacca (fermo/non si muove) al soffitto."",
    ""Saltare dalla sedia (fare un salto dalla sedia)."",
    ""Riso all'onda (come il gesto fatto con le mani) che si attacca al soffitto, quindi fermo."",
    ""C'è un grande salto verde (riferimento alla canzone di Raf, 'un grande salto')."",
    ""Fare un salto (fare un salto dalla finestra per guardare la ghigliottina).""
  ],
  ""solution"": ""SALTO""
}
```","['CASA', 'SEDIA', 'FERMO', 'GRANDE', 'FINESTRA']","[""Riso all'onda (come il gesto fatto con le mani) che si attacca al soffitto se non si cucina bene, quindi il riso si attacca (fermo/non si muove) al soffitto."", 'Saltare dalla sedia (fare un salto dalla sedia).', ""Riso all'onda (come il gesto fatto con le mani) che si attacca al soffitto, quindi fermo."", ""C'è un grande salto verde (riferimento alla canzone di Raf, 'un grande salto')."", 'Fare un salto (fare un salto dalla finestra per guardare la ghigliottina).']",SALTO
L'EreditÃ  - La Ghigliottina 08/11/2022',Rai,08/11/2022,https://www.youtube.com/watch?v=4ApHo4f5kIA,08-11-2022.jpg,"CURA,FESTA,CESTINO,TAVOLA,FRAGOLA,37.500","```json
{
  ""clue"": [""cura"", ""festa"", ""cestino"", ""tavola"", ""fragola""],
  ""explanation"": [
  ""L'uva ha proprietà curative, il medico consiglia l'uva (cura dell'uva)."",
  ""C'è la festa dell'uva."",
  ""Cestino d'uva (vicino agli orologi, nelle gioiellerie)."",
  ""Uva da tavola (da mangiare a fine pasto)."",
  ""L'uva fragola è un tipo di uva.""
  ],
  ""solution"": ""uva""
}
```","['cura', 'festa', 'cestino', 'tavola', 'fragola']","[""L'uva ha proprietà curative, il medico consiglia l'uva (cura dell'uva)."", ""C'è la festa dell'uva."", ""Cestino d'uva (vicino agli orologi, nelle gioiellerie)."", 'Uva da tavola (da mangiare a fine pasto).', ""L'uva fragola è un tipo di uva.""]",UVA
La ghigliottina - L'EreditÃ  week end 05/06/2022',Rai,05/06/2022,https://www.youtube.com/watch?v=DANaB-SPUQ4,05-06-2022.jpg,"KO,ATTENZIONE,ENTRARE,si,110.000","```json
{
  ""clue"": [""KO"", ""ATTENZIONE"", ""ENTRARE"", ""sì"", ""110.000""],
  ""explanation"": [
    ""Le cinque parole sono legate alla soluzione perché sono la prima parola che è venuta in mente a Federico riguardo a 'soglia', e 'soglia' è la parola che lui propone."",
    ""Le cinque parole sono legate alla soluzione perché sono la prima parola che è venuta in mente a Federico riguardo a 'soglia', e 'soglia' è la parola che lui propone."",
    ""Le cinque parole sono legate alla soluzione perché sono la prima parola che è venuta in mente a Federico riguardo a 'soglia', e 'soglia' è la parola che lui propone."",
    ""Le cinque parole sono legate alla soluzione perché sono la prima parola che è venuta in mente a Federico riguardo a 'soglia', e 'soglia' è la parola che lui propone."",
    ""Le cinque parole sono legate alla soluzione perché sono la prima parola che è venuta in mente a Federico riguardo a 'soglia', e 'soglia' è la parola che lui propone.""
  ],
  ""solution"": ""soglia""
}
```","['KO', 'ATTENZIONE', 'ENTRARE', 'sì', '110.000']","[""Le cinque parole sono legate alla soluzione perché sono la prima parola che è venuta in mente a Federico riguardo a 'soglia', e 'soglia' è la parola che lui propone."", ""Le cinque parole sono legate alla soluzione perché sono la prima parola che è venuta in mente a Federico riguardo a 'soglia', e 'soglia' è la parola che lui propone."", ""Le cinque parole sono legate alla soluzione perché sono la prima parola che è venuta in mente a Federico riguardo a 'soglia', e 'soglia' è la parola che lui propone."", ""Le cinque parole sono legate alla soluzione perché sono la prima parola che è venuta in mente a Federico riguardo a 'soglia', e 'soglia' è la parola che lui propone."", ""Le cinque parole sono legate alla soluzione perché sono la prima parola che è venuta in mente a Federico riguardo a 'soglia', e 'soglia' è la parola che lui propone.""]",SOGLIA
La ghigliottina - L'EreditÃ  03/06/2022',Rai,03/06/2022,https://www.youtube.com/watch?v=IMTA621PJ1o,03-06-2022.jpg,"ALTALENA,TRASMETTERE,PREDA,PRIVO,BATTISTI,52.500","```json
{
  ""clue"": [""ALTALENA"", ""TRASMETTERE"", ""PREDA"", ""PRIVO"", ""BATTISTI""],
  ""explanation"": [
  ""Sarà un'altalena di emozioni (citazione esplicita del conduttore sul programma, che si lega alla parola 'altalena')."",
  ""Trasmettere emozioni (citazione esplicita del conduttore: 'nel nostro piccolo cerchiamo di farlo, e lo fa la poesia sicuramente, lo fa la pittura, la musica, l'arte...')."",
  ""Essere in preda alle emozioni (citazione esplicita del conduttore: 'essere in preda alle emozioni, magari alla prima ghigliottina...')."",
  ""Non essere privo di emozioni (citazione esplicita del conduttore: 'non siamo noi privi di emozioni, un freddo pokerista distaccato...')."",
  ""Album e brani di Lucio Battisti anni '70, emozione (citazione esplicita del conduttore: 'Lucio Battisti album e brani di Lucio Battisti anni '70 emozione').""
  ],
  ""solution"": ""EMOZIONI""
}
```","['ALTALENA', 'TRASMETTERE', 'PREDA', 'PRIVO', 'BATTISTI']","[""Sarà un'altalena di emozioni (citazione esplicita del conduttore sul programma, che si lega alla parola 'altalena')."", ""Trasmettere emozioni (citazione esplicita del conduttore: 'nel nostro piccolo cerchiamo di farlo, e lo fa la poesia sicuramente, lo fa la pittura, la musica, l'arte...')."", ""Essere in preda alle emozioni (citazione esplicita del conduttore: 'essere in preda alle emozioni, magari alla prima ghigliottina...')."", ""Non essere privo di emozioni (citazione esplicita del conduttore: 'non siamo noi privi di emozioni, un freddo pokerista distaccato...')."", ""Album e brani di Lucio Battisti anni '70, emozione (citazione esplicita del conduttore: 'Lucio Battisti album e brani di Lucio Battisti anni '70 emozione').""]",EMOZIONI
La ghigliottina - L'EreditÃ  31/05/2022',Rai,31/05/2022,https://www.youtube.com/watch?v=tohWoKqvIJE,31-05-2022.jpg,"FONDO,ROCK,PASSO,FUOCO,RILASCIO,45.000","```json
{
  ""clue"": [""FONDO"", ""ROCK"", ""PASSO"", ""FUOCO"", ""RILASCIO""],
  ""explanation"": [
  ""fondo lento (allenamento)"",
  ""rock lento (omaggio a Celentano/rock lento)"",
  ""passo lento (cadenzato/montanti inesorabili)"",
  ""fuoco lento (cucinare un ragù)"",
  ""rilascio lento (di un medicinale)""
  ],
  ""solution"": ""LENTO""
}
```","['FONDO', 'ROCK', 'PASSO', 'FUOCO', 'RILASCIO']","['fondo lento (allenamento)', 'rock lento (omaggio a Celentano/rock lento)', 'passo lento (cadenzato/montanti inesorabili)', 'fuoco lento (cucinare un ragù)', 'rilascio lento (di un medicinale)']",LENTO
La ghigliottina - L'EreditÃ  30/05/2022',Rai,30/05/2022,https://www.youtube.com/watch?v=QuJa-7ovw5E,30-05-2022.jpg,"BONOCORE,ANGELO,CHIAVI,USCITA,BENJI,13.125","```json
{
  ""clue"": [
    ""BONOCORE"",
    ""ANGELO"",
    ""CHIAVI"",
    ""USCITA"",
    ""BENJI""
  ],
  ""explanation"": [
    ""Don Antonio Buonocore (Totò) era un portiere."",
    ""Angelo era il portiere del Purgatorio di Dante, oppure si menziona anche l'Angelo Peruzzi (portiere)."",
    ""Lasciare le chiavi al portiere."",
    ""L'uscita del portiere (parata o disperata)."",
    ""Benji si allena a parare i rigori (riferimento calcistico).""
  ],
  ""solution"": ""PORTIERE""
}
```","['BONOCORE', 'ANGELO', 'CHIAVI', 'USCITA', 'BENJI']","['Don Antonio Buonocore (Totò) era un portiere.', ""Angelo era il portiere del Purgatorio di Dante, oppure si menziona anche l'Angelo Peruzzi (portiere)."", 'Lasciare le chiavi al portiere.', ""L'uscita del portiere (parata o disperata)."", 'Benji si allena a parare i rigori (riferimento calcistico).']",PORTIERE
La ghigliottina - L'EreditÃ  week end 28/05/2022',Rai,28/05/2022,https://www.youtube.com/watch?v=Oel_Hf_Tj4s,28-05-2022.jpg,"CATTEDRALE,BUIO,BILANCIO,VOCE,ChIUSO,6.563","```json
{
  ""clue"": [""CATTEDRALE"", ""BUIO"", ""BILANCIO"", ""VOCE"", ""CHIUSO""],
  ""explanation"": [
    ""Capitolo Cattedrale: Collegato al collegio di prelati che sovrintendono il funzionamento di una cattedrale."",
    ""Capitolo Buio: Riferimento al capitolo estremamente buio della storia (dell'umanità o personale)."",
    ""Capitolo di Bilancio: Collegato all'avere o non avere voce in capitolo, come in un bilancio."",
    ""Avere voce in capitolo: Collegato al concetto di voce in capitolo."",
    ""Capitolo Chiuso: La chiusura del capitolo precedente e l'apertura di uno nuovo.""
  ],
  ""solution"": ""CAPITOLO""
}
```","['CATTEDRALE', 'BUIO', 'BILANCIO', 'VOCE', 'CHIUSO']","['Capitolo Cattedrale: Collegato al collegio di prelati che sovrintendono il funzionamento di una cattedrale.', ""Capitolo Buio: Riferimento al capitolo estremamente buio della storia (dell'umanità o personale)."", ""Capitolo di Bilancio: Collegato all'avere o non avere voce in capitolo, come in un bilancio."", 'Avere voce in capitolo: Collegato al concetto di voce in capitolo.', ""Capitolo Chiuso: La chiusura del capitolo precedente e l'apertura di uno nuovo.""]",CAPITOLO
La ghigliottina - L'EreditÃ  24/05/2022',Rai,24/05/2022,https://www.youtube.com/watch?v=EAPsMc1yLGU,24-05-2022.jpg,"POMERIGGIO,Con,ATTENTI,DIVANO,PADRONI,28.750","```json
{
  ""clue"": [
    ""POMERIGGIO"",
    ""ATTENTI"",
    ""DIVANO"",
    ""PADRONI"",
    ""CANE""
  ],
  ""explanation"": [
    ""Il legame con POMERIGGIO è dato dal palinsesto Rai, dove alle 14 (2 del pomeriggio) c'erano programmi come '2 con' (gli Abbagnale, Galeazzi) e '2' (Roger Moore e Tony Curtis)."",
    ""Il legame con ATTENTI è dato dalla locuzione 'attenti al cane'."",
    ""Il legame con DIVANO è dato da '2 sul divano' (commedia con Walter Matthau e Glenda Jackson) e anche 'cane sul divano'."",
    ""Il legame con PADRONI è dato dal Vangelo che dice 'Non potrai servire due padroni' e anche dalla citazione 'due padroni'."",
    ""Il legame con CANE è dato da 'attenti al cane', 'cane sul divano' e 'due padroni' (il gioco di parole con 'bau' per i cani).""
  ],
  ""solution"": ""DUE""
}
```","['POMERIGGIO', 'ATTENTI', 'DIVANO', 'PADRONI', 'CANE']","[""Il legame con POMERIGGIO è dato dal palinsesto Rai, dove alle 14 (2 del pomeriggio) c'erano programmi come '2 con' (gli Abbagnale, Galeazzi) e '2' (Roger Moore e Tony Curtis)."", ""Il legame con ATTENTI è dato dalla locuzione 'attenti al cane'."", ""Il legame con DIVANO è dato da '2 sul divano' (commedia con Walter Matthau e Glenda Jackson) e anche 'cane sul divano'."", ""Il legame con PADRONI è dato dal Vangelo che dice 'Non potrai servire due padroni' e anche dalla citazione 'due padroni'."", ""Il legame con CANE è dato da 'attenti al cane', 'cane sul divano' e 'due padroni' (il gioco di parole con 'bau' per i cani).""]",DUE
La ghigliottina - L'EreditÃ  week end 22/05/2022',Rai,22/05/2022,https://www.youtube.com/watch?v=zR7JVnHgsl8,22-05-2022.jpg,"TEMPO,TECNICA,IMPERIALE,FIUME,CODE,62.500","```json
{
  ""clue"": [""TEMPO"", ""TECNICA"", ""IMPERIALE"", ""FIUME"", ""CODE""],
  ""explanation"": [
    ""Se il tempo fosse un gambero (se si potesse tornare indietro)"",
    ""La tecnica del gambero (che caso, alla parata arretra)"",
    ""Il gambero imperiale (non la soglia imperiale)"",
    ""Il cappero di fiume (quello di mare)"",
    ""Le code di gambero""
  ],
  ""solution"": ""GAMBERO""
}
```","['TEMPO', 'TECNICA', 'IMPERIALE', 'FIUME', 'CODE']","['Se il tempo fosse un gambero (se si potesse tornare indietro)', 'La tecnica del gambero (che caso, alla parata arretra)', 'Il gambero imperiale (non la soglia imperiale)', 'Il cappero di fiume (quello di mare)', 'Le code di gambero']",GAMBERO
La ghigliottina - L'EreditÃ  week end 21/05/2022',Rai,21/05/2022,https://www.youtube.com/watch?v=tWGUh6op1G4,21-05-2022.jpg,"BENE,SPESE,VIRTUALE,FAMILIARE,CRISTIANA,95.000","```json
{
  ""clue"": [""BENE"", ""SPESE"", ""VIRTUALE"", ""FAMILIARE"", ""CRISTIANA""],
  ""explanation"": [
  ""Spendere il bene per fare qualcosa dalle tasse, sperando di fare spese buone per cose utili necessarie e comunità."",
  ""Spese per comprare la fede, l'anello."",
  ""Persone unite da gli stessi comportamenti interessi che magari ci ritroviamo su internet, un affetto virtuale che poi diventa vero ed è una comunità virtuale."",
  ""Il nucleo familiare, ma anche le case famiglia dove persone accolgono persone in difficoltà e anche quella diventa una famiglia e diventa una comunità."",
  ""L'unione dei fedeli fin dalle origini del cristianesimo.""
  ],
  ""solution"": ""COMUNITÀ""
}
```","['BENE', 'SPESE', 'VIRTUALE', 'FAMILIARE', 'CRISTIANA']","['Spendere il bene per fare qualcosa dalle tasse, sperando di fare spese buone per cose utili necessarie e comunità.', ""Spese per comprare la fede, l'anello."", 'Persone unite da gli stessi comportamenti interessi che magari ci ritroviamo su internet, un affetto virtuale che poi diventa vero ed è una comunità virtuale.', 'Il nucleo familiare, ma anche le case famiglia dove persone accolgono persone in difficoltà e anche quella diventa una famiglia e diventa una comunità.', ""L'unione dei fedeli fin dalle origini del cristianesimo.""]",COMUNITÀ
La ghigliottina - L'EreditÃ   Una Sera Insieme 20/05/2022',Rai,20/05/2022,https://www.youtube.com/watch?v=hu5fTidF0kI,20-05-2022.jpg,"CITTA,PIENO,ITALIANA,STA FINENDO,SAN MARTINO,67.5u0","```json
{
  ""clue"": [""CITTA"", ""PIENO"", ""ITALIANA"", ""STA FINENDO"", ""SAN MARTINO""],
  ""explanation"": [
  ""Città d'estate (come in una canzone di Lorenzo Jovanotti)"",
  ""Nel pieno dell'estate"",
  ""Notti magiche, notti d'estate italiana"",
  ""L'estate sta per finire/sta finendo"",
  ""L'estate di San Martino (periodo tiepido)""
  ],
  ""solution"": ""ESTATE""
}
```","['CITTA', 'PIENO', 'ITALIANA', 'STA FINENDO', 'SAN MARTINO']","[""Città d'estate (come in una canzone di Lorenzo Jovanotti)"", ""Nel pieno dell'estate"", ""Notti magiche, notti d'estate italiana"", ""L'estate sta per finire/sta finendo"", ""L'estate di San Martino (periodo tiepido)""]",ESTATE
La ghigliottina - L'EreditÃ  19/05/2022',Rai,19/05/2022,https://www.youtube.com/watch?v=ec3eQOB7xck,19-05-2022.jpg,"GOFFREDO PARISE,CASA,FESTA,UFFICIALE,ANNUNCIARE,120.000","```json
{
  ""clue"": [
    ""GOFFREDO PARISE"",
    ""CASA"",
    ""FESTA"",
    ""UFFICIALE"",
    ""ANNUNCIARE""
  ],
  ""explanation"": [
    ""Goffredo Parise ha scritto 'Il fidanzamento' (romanzo del 1956) che precede 'Le nozze'."",
    ""Il fidanzamento è un evento che si celebra o si comunica a casa, e si lega al concetto di 'fidanzamento a casa'."",
    ""Si fa una festa di fidanzamento."",
    ""Il fidanzamento è anche un 'fidanzamento ufficiale' o la promessa reciproca."",
    ""Si annuncia il proprio fidanzamento.""
  ],
  ""solution"": ""FIDANZAMENTO""
}
```","['GOFFREDO PARISE', 'CASA', 'FESTA', 'UFFICIALE', 'ANNUNCIARE']","[""Goffredo Parise ha scritto 'Il fidanzamento' (romanzo del 1956) che precede 'Le nozze'."", ""Il fidanzamento è un evento che si celebra o si comunica a casa, e si lega al concetto di 'fidanzamento a casa'."", 'Si fa una festa di fidanzamento.', ""Il fidanzamento è anche un 'fidanzamento ufficiale' o la promessa reciproca."", 'Si annuncia il proprio fidanzamento.']",FIDANZAMENTO
